,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
2651,P005121,Paisaje con familia de pescadores al atardecer,1639 - 1641,"Swanevelt, Herman van",Óleo,212,157,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 148]; Buen Retiro, 1794, nº 127).",Lienzo
2652,P005443,Paisaje con carmelitas,1639 - 1641,"Both, Jan",Óleo,175,278,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 154]; Palacio Real Nuevo, Madrid, estudio de Andrés de la Calleja, 1772, nº 154).",Lienzo
2653,P005451,Paso en la montaña,1639 - 1641,"Both, Jan",Óleo,175,274,Colección Real,Lienzo
2654,P002257,"Dos países en lienzo de Claudio de Lorena, el uno con un río que van vadeando unos bueyes hacia una fábrica o portal de columnas y el otro con otro río a cuya orilla hay dos fábricas, la una en figura redonda y la otra cuadrada, de tres quartas y dos dedos de alto, vara y ocho de ancho",Hacia  1644,"Lorena, Claudio de",Óleo,68,99,"Colección Real (¿Venta Meijers, Rotterdam, 1722, nº 31?; colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, pieza de la chimenea, 1746, nº 384; Palacio de Aranjuez, Madrid, pieza de tocador, 1794, nº 384; Aranjuez, tocador de la reina, 1818, nº 384; Aranjuez, cuarto del Sermo. I. Infante D. Carlos, 1827, nº 384).",Lienzo
2655,P002004,Paisaje montañoso con caza del oso,1639 - 1659,"Jimeno, Matías",Óleo,69,118,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1056).",Lienzo
2656,P001075,San Pablo Ermitaño,1640,"Ribera, José de",Óleo,143,143,"Colección Real (Palacio Real Nuevo, Madrid, cuarto del infante don Javier, 1772, nº 433; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, nº 433; Palacio Real, Madrid, tercer gabinete-paso a la librería, 1814-1818, nº 433).",Lienzo
2657,P007707,Cristo crucificado,1640,"Zurbarán, Francisco de",Óleo,244,"167,5","Colección Hueto, Vitoria, en 1924; colección Lezama-Leguizamón, Bilbao; adquisición Fondos Legado Villaescusa, 1996.",Lienzo
2658,P008213,"Las cuatro estaciones,",1640,"Barrera, Francisco",Óleo,101,156,"Vicente Pío Osorio de Moscoso, XV conde de Altamira, hasta 1864; por herencia a su hija la duquesa de Sanlúcar La Mayor; Trafalgar Galleries, Londres, 1983; colección Plácido Arango Arias; donación Plácido Arango Arias, 2015.",Lienzo
2659,P000145,bambocciantes.,1640,"Gagliardi, Filippo",Óleo,210,156,"Colección Real (Palacio del Buen Retiro, Madrid, 1700; Palacio del Buen Retiro, 1794, nº 1125)",Lienzo
2660,P003239,Floreros y cebollas,1640 - 1642,"Nuzzi, Mario",Óleo,83,154,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 137]; Buen Retiro, 1794, nº 584).",Lienzo
2661,P000250,"una sobreventana de siete quartas de largo y vara de alto, florero del Mario, con unos lirios morados y blancos en vidrio grande, con marco tallado y dorado, tasado en 25 doblones. ",1640 - 1642,"Nuzzi, Mario",Óleo,83,155,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 309).",Lienzo
2662,P000251,Floreros,1640 - 1642,"Nuzzi, Mario",Óleo,83,158,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 181]; Buen Retiro, 1794, nº 585).",Lienzo
2663,P000252,"Pintura italiana del s. XVII en España,",1640 - 1642,"Nuzzi, Mario",Óleo,84,152,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, [nº 153]; Buen Retiro, 1794, nº 311).",Lienzo
2664,P007865,Tobías,1640 - 1644,"Strozzi, Bernardo",Óleo,145,222,"Colección Conde de Peña Castillo, Madrid, 1994. Adscripción del Estado, 2011.",Lienzo
2665,P001729,Pintura holandesa en el Museo Nacional del Prado. Catálogo razonado,1640 - 1645,"Vlieger, Simon de",Óleo,61,61,"Colección Real (Posiblemente de la colección de Carlos IV, cuando era todavía Príncipe de Asturias, Casita del Príncipe, El Escorial (Madrid); Palacio Real, Madrid, pieza verde que hace esquina al norte, 1814-1818, nº 315).",Tabla
2666,P003049,vanitas,1640 - 1645,"Linard, Jacques",Óleo,31,39,"Adquisición, 1962.",Lienzo
2667,P006077,La recogida de caracoles,1640 - 1645,"Cerquozzi, Michelangelo",Óleo,198,170,"Colección Hohenlohe, El Quexigal, 1979. Adquirido en Sotheby's, Madrid, 1980",Lienzo
2668,P008262,San Gregorio de Nisa,1640 - 1645,"Herrera el Viejo, Francisco de",Óleo,143,100,"Sala Retiro, Madrid, 13-6-2002, (lote 298); colección Óscar Alzaga Villaamil, Madrid; donación de Óscar Alzaga Villaamil al Museo del Prado, 2017",Lienzo
2669,P006775,Venus del espejo,1640 - 1647 (ca.),"Polo, Diego",Óleo,187,238,"Madrid, Galería del infante D. Sebastián Gabriel de Borbón, hasta 1835; Madrid, Museo Nacional de la Trinidad, hasta 1861; restitución al infante Sebastián Gabriel de Borbón, 1861; Alfonso de Borbón y Borbón, 1887-1934; Luis Alfonso de Borbón y Bernaldo de Quirós, II Duque de Ansola, 1934-1942; Manfredo Luis Borbón y Bernaldo de Quirós, I Duque de Hernani, 1942-1979; adquirido por el Estado, 1982.",Lienzo
2670,P000701,San Juan Bautista,Hacia  1645,"Espinosa, Jerónimo Jacinto",Óleo,112,91,"Colección Real (Aranjuez, Palacio Real, Oratorio pequeño del Rey, 1818, s/n)",Lienzo
2671,P001203,Cacería del Tabladillo,Hacia  1645,"Velázquez, Diego Rodríguez de Silva y",Óleo,142,107,"Colección Real (Palacio Real Nuevo, Madrid, retrete del rey, 1772, nº 501; Palacio Real, Madrid, dormitorio de príncipes-pieza primera, 1814-1818, nº 501).",Lienzo
2672,P001548,El amor de Cupido y Psique,1640 - 1650,"Jordaens, Jacques",Óleo,131,127,"Colección Real (¿Real Alcázar, Madrid, pieza segunda sobre el cuarto de órdenes, 1636, s.n.?; Palacio del Buen Retiro, Madrid, pieza de la mesa de trucos, 1772, nº 995; Buen Retiro, 1794, nº 368).",Lienzo sobre tabla
2673,P001787,Fiesta campestre,1640 - 1650,"Teniers, David",Óleo,77,99,"Colección Real (colección marqués de la Ensenada, Madrid; adquirido por Isabel Farnesio h. 1759, nº 136; col. Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, sala de la Princesa, 1766, nº 136; Palacio de Aranjuez, Madrid, pieza de cenar, 1794, nº 136; Aranjuez, sala de corte del rey, 1818, nº 136).",Lámina de cobre
2674,P001789,Juego de bolos,Hacia  1645,"Teniers, David",Óleo,42,71,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia; Palacio de Buenavista, Madrid, 1766; col. Carlos III; Palacio Real Nuevo, Madrid, cuarto del infante don Javier, 1772, nº 107; Palacio Real Nuevo, Madrid, 1794; Palacio Real, Madrid, primer gabinete entrando por la pieza de vestir, 1814, s.n.).",Tabla
2675,P001790,Tiro con arco,Hacia  1645,"Teniers, David",Óleo,54,88,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Madrid, dormitorio de sus majestades, 1746, nº 442; llevado a Madrid en 1759; Palacio de Buenavista, Madrid, 1766, nº 442; Palacio Real Nuevo, Madrid, gabinete colgado de verde, 1772, nº 442; Palacio Real Nuevo, Madrid, cuarto del rey-retrete, 1794, s. n.).",Tabla
2676,P001811,Los borrachos,1640 - 1650,"Teniers, David",Óleo,63,89,"Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 768).",Tabla
2677,P001812,Un cuerpo de guardia,1640 - 1650,"Teniers, David",Óleo,67,52,"Colección Real (Palacio de Aranjuez, Madrid, tocador de la reina, 1818, nº 84). Ingresó en el Museo en 1848.",Lámina de cobre
2678,P001815,Aldeanos conversando,1640 - 1650,"Teniers, David",Óleo,41,63,"Colección Real (Palacio del Buen Retiro, Madrid, 1747, nº 317; Palacio Real Nuevo, Madrid, pieza de comer la serenísima infanta, 1772, nº 317; Palacio Real, Madrid, primer gabinete entrando por la pieza de vestir, 1814-1818, nº 317).",Tabla
2679,P003027,San Onofre,Hacia  1645,"Collantes, Francisco",Óleo,170,108,"Colección Real (Colección Isabel Farnesio, Palacio Real de La Granja de San Ildefonso (Segovia), 1746; La Granja, pieza de comer su Majestad, 1766; La Granja, 1794).",Lienzo sin forrar
2680,P007466,Hechos de los Apóstoles,Hacia  1645,"Cavallino, Bernardo",Óleo,70,90,"Colección particular, Birmingham, hacia 1950; Xavier de Salas, 1954; Appleby Brothers, Londres; Diego Angulo, Madrid; donación Fundación Amigos del Museo del Prado, 1989.",Lienzo
2681,P007915,"un canasto lleno de uvas, cuyos granos diáfanos, y transparentes, con sus pámpanos, pudieran engañar a las aves.",Hacia  1645,"Hiepes, Tomás",Óleo,67,90,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
2682,P008221,Inmaculada,Hacia  1645,"Castillo Saavedra, Antonio del",Óleo,"167,4",104,"Sacristía de los Trinitarios Calzados, Córdoba. Desamortización eclesiástica Retablo de los condes de Menado, parroquia de Santa Marina de Aguas Santas, Córdoba, 1835; adquirido por Francis Tomes, posiblemente para Louis Durr (1821-1880), Sevilla; Colección Louis Durr, Nueva York; Legado por Durr a la Historial Society, Nueva York; depositado en la Hispanic Society, 1975-1987, Nueva York; Sotheby's  Nueva York 1995, colección Plácido Arango Arias, Madrid; donación Plácido Arango Arias, 2015.",Lienzo
2683,P000063,La Sagrada Familia,Hacia  1645,"Cantarini, Simone",Óleo,75,55,"Colección Real (Casita del Príncipe, El Escorial-Madrid, h. 1787, nº 120)",Lienzo
2684,P000138,Paisaje con caminante,Hacia  1645,"Dughet, Gaspard",Óleo,74,98,"Colección Real (¿colección Carlo Maratti, Roma?; col. Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, pieza de la chimenea, 1746, nº 391; La Granja, 1774; La Granja, 1794, nº 391; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, nº 391).",Lienzo
2685,P008257,Virgen del Rosario,Hacia  1645,"Castillo Saavedra, Antonio del",Óleo,"192,5",131,"Sotheby's, Londres, 7-12-1994; colección Óscar Alzaga Villaamil, Madrid; donación de Óscar Alzaga Villaamil al Museo del Prado, 2017",Lienzo
2686,P000599,Virgen con el Niño,Mediados del siglo XVII,"Arias Fernández, Antonio",Óleo,91,129,Museo de la Trinidad,Lienzo
2687,P000695,La Sagrada Familia,Mediados del siglo XVII,"Escalante, Juan Antonio de Frías y",Óleo,"54,5","45,5",Colección Real,Lienzo
2688,P000700,María Magdalena,1640 - 1660,"Espinosa, Jerónimo Jacinto",Óleo,112,91,Colección Real,Lienzo
2689,P001002,"Pintores del reinado de Carlos II,",Mediados del siglo XVII,Anónimo,Óleo,63,43,"Colección Real (colección Mariana de Neoburgo; Palacio de La Granja de San Ildefonso, Segovia, 1741; colección Isabel de Farnesio, La Granja, 1746, nº 1089; La Granja, Casa de Alhajas, 1766, nº 189; La Granja, 1794, nº 1089; Palacio Real, Madrid, cuarto del mayordomo mayor, 1814-1818, nº 1089).",Lienzo
2690,P001419,"""ego flos campi"", ",1640 - 1660,"Verendael, Nicolaes van",Óleo,81,65,"Colección Real (colección Mariana de Neoburgo; Palacio de La Granja de San Ildefonso, Segovia, 1741; colección Isabel de Farnesio, La Granja, pieza de la chimenea junto a la tocador, 1746, nº 675; La Granja, pieza cuadrada inmediata al dormitorio, 1766, nº 675; Palacio de Aranjuez, Madrid, pieza del oratorio y otras sueltas, 1794, nº 675;).",Lámina de cobre
2691,P001850,Paisaje frondoso con Céfalo y Procris,Mediados del siglo XVII,Anónimo,Óleo,35,54,"Colección Real (¿Palacio Real Nuevo, Madrid, cuarto del príncipe-pieza de paso al dormitorio, 1794, nº 493?)",Tabla
2692,P002243,Lucha por la posesión de una fortaleza,Mediados del siglo XVII,"Courtois, Jacques",Óleo,76,155,"Colección Real (Colección Felipe V, Palacio Real de La Granja de San Ildefonso (Segovia), 1727; colecc. Felipe V, La Granja, dormitorio de sus Majestades, 1746, nº 372; La Granja, 1774; Palacio Real de Aranjuez (Madrid), pieza de ujieres, 1794, nº 372).",Lienzo
2693,P004443,en tubo,Mediados del siglo XVII,"Arthois, Jacques d'",Óleo,168,240,"Colección Real (adquisición de Isabel Farnesio, 1746-1759; Palacio de La Granja, Segovia, pieza de la torre, 1766, nº 31 [dupl.]; Palacio de Aranjuez, Madrid, cuarto del rey-antecámara, 1794, nº 31; Aranjuez, antecámara del rey, 1818, nº 31). Ingresó en el Museo en 1848.",Lienzo
2694,P005506,Asunción,Mediados del siglo XVII,"Cabezalero, Juan Martín",Óleo,209,147,Museo de la Trinidad,Lienzo
2695,P007160,Concierto de aves,Mediados del siglo XVII,"Snyders, Frans",Óleo,203,334,"Legado Carlos Pérez-Seoane y Cullén, III duque de Pinohermoso, 1987",Lienzo
2696,P007294,Bodegón de cocina,Mediados del siglo XVII,"Ponce, Antonio",Óleo,"55,5",94,"Colección Lafora, Segovia; adquirido a Encarnación Ballesteros Mier, 1987.",Lienzo
2697,P000011,"felza, ",Mediados del siglo XVII,Anónimo,Óleo,223,138,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº. 828)",Lienzo
2698,P000229,San Pedro y San Juan en el sepulcro de Cristo,Mediados del siglo XVII,"Romanelli, Giovanni Francesco",Óleo,47,39,Colección Real,Lámina de cobre
2699,P000261,"Pintura italiana del siglo XVII en España,",Mediados del siglo XVII,"Cairo, Francesco del",Óleo,123,101,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [nº 266]; Quinta del duque del Arco, pieza octava de salón, 1794, nº 201).",Lienzo
2700,P007749,El triunfo de David,Mediados del siglo XVII,"Bellis, Antonio de",Óleo,81,160,"Adquisición con fondos legado Villaescusa, donación Fervisa, 2000",Lienzo
2701,P001387,Cruce de caminos con carros,Mediados del siglo XVII,"Oosten, Izaak van",Óleo,34,45,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea, 1746, nº 603; La Granja, retrete primero que tiene la puerta por la pieza grande, 1766, nº 603; Palacio de Aranjuez, Madrid, pieza en que el Rey duerme la siesta; 1794, nº 603; Aranjuez, despacho y dormitorio del rey, 1818, nº 603).",Lámina de cobre
2702,P006194,"Boletín del Seminario de Estudios de Arte y Arqueología,",Mediados del siglo XVII,"Luycks, Frans",Óleo,174,126,Museo de la Trinidad,Lienzo
2703,P001978,Luisa Enriqueta de Orange Nassau,1640 - 1675,Anónimo,Óleo,37,32,Colección Real,Lienzo
2704,P001047,"Cristo, Varón de Dolores",1641,"Pereda y Salgado, Antonio de",Óleo,97,78,Museo de la Trinidad,Lienzo
2705,P001077,Apostolado,1641,"Ribera, José de",Óleo,76,63,Colección Real,Lienzo
2706,P001100,"Guía de la Pintura Barroca Española,",1641,"Ribera, José de",Óleo,197,183,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n.).",Lienzo
2707,P001103,Magdalena penitente,1641,"Ribera, José de",Óleo,182,149,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n.).",Lienzo
2708,P001106,"Guía de la Pintura Barroca Española,",1641,"Ribera, José de",Óleo,"183,5",150,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n. ).",Lienzo
2709,P001108,"Guía de la Pintura Barroca Española,",1641,"Ribera, José de",Óleo,182,150,"Colección Real (colección marqués de los Llanos; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, s.n.; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, s.n.; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, s.n.)",Lienzo
2710,P001735,Choque de caballería,1641,"Snayers, Peter",Óleo,79,104,Colección Real,Lámina de cobre
2711,P001818,Paisaje con gitanos,1641 - 1645,"Teniers, David",Óleo,177,239,"Colección Real (colección marqués de la Ensenada, Madrid; adquirido por Isabel Farnesio h. 1759, nº 131; col. Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de comer, 1766, nº 131; La Granja, 1794, nº 131; Palacio Real, Madrid, [2ª] pieza amarailla, 1814-1818, nº 131).",Lienzo
2712,P002094,La incredulidad de Santo Tomás,1641 - 1649,"Stom, Matthias",Óleo,125,99,"Colección Real (Palacio Real Nuevo, Madrid, sala de capellanes, 1772, nº 270; Palacio Real Nuevo, Madrid, antecámara de las señoras infantas-pieza encarnada a la derecha, 1794, nº 42; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, s.n.).",Lienzo
2713,P001460,Guirnalda con tres amores,Hacia  1646,"Luycks, Christiaan",Óleo,102,72,"Colección Real (Real Alcázar, Madrid, 1700; Palacio de Aranjuez, Madrid, pieza de camaristas, 1818, nº 250).",Tabla
2714,P002441,La estatura pintada de la Serenissima Mariana hasta los 9 de octubre de 46 solia ser en todos los retratos conforme a lo que se avissaua y creía. Un retrato solo ha venido que la representa con edad de 11 años y dos meses [...] muy crecida pero con su edad verdadera se desacredita su altura pintada [...].,Hacia  1646,"Luycks, Frans",Óleo,"194,5","131,5","Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1329)",Lienzo
2715,P003279,San Francisco de Asís en la Porciúncula,Hacia  1646,"Castello, Félix",Óleo,250,190,"Madrid, Convento de Jesús y María, vulgo de San Francisco el Grande, de franciscanos; Museo de la Trinidad.",Lienzo
2716,P008169,Parnaso español pintoresco y laureado.,Hacia  1646,"Carreño de Miranda, Juan",Óleo,244,167,"Madrid, Monasterio de San José de Jesús María, vulgo del Caballero de Gracia, de monjas franciscanas descalzas concepcionistas recoletas, iglesia, hasta 1836; colección particular; adquirido por el Estado con destino al Museo del Prado, 2014.",Lienzo
2717,P001852,Una despensa,1642,"Utrecht, Adriaen van",Óleo,221,307,"Colección Real (Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 644).",Lienzo
2718,P002308,Paisaje con ruinas,1642,"Poussin, Nicolas",Óleo,72,98,"Colección Real (colección Carlo Maratti, Roma, 1712; adquirido por Felipe V, 1723, nº 165; col. Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, pieza donde se dice misa, 1746, nº 174; La Granja, 1794, nº 174; La Granja, 1814-1818, nº 174; La Granja, pieza sexta, 1827, nº 174).",Lienzo
2719,P007909,El bodegón español en el Prado. De Van der Hamen a Goya,1642,"Hiepes, Tomás",Óleo,67,96,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
2720,P007910,El bodegón español en el Prado. De Van der Hamen a Goya,1642,"Hiepes, Tomás",Óleo,67,96,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",Lienzo
2721,P002984,Rf.,Hacia  1647,Anónimo,Óleo,81,65,"Adquisición a José Almenar, 1954",Tabla
